city,country
Vaiea,Niue (Associated state of New Zealand)
Avatele,Niue (Associated state of New Zealand)
Tamakautoga,Niue (Associated state of New Zealand)
Alofi South,Niue (Associated state of New Zealand)
Alofi North,Niue (Associated state of New Zealand)
This article is part of a series on the,Democratic People's Republic of Korea
   ,Democratic People's Republic of Korea
   ,Democratic People's Republic of Korea
   ,Democratic People's Republic of Korea
   ,Democratic People's Republic of Korea
Anju,Democratic People's Republic of Korea
Chongjin,Democratic People's Republic of Korea
Chongju,Democratic People's Republic of Korea
Haeju,Democratic People's Republic of Korea
Hamhung,Democratic People's Republic of Korea
Hoeryong,Democratic People's Republic of Korea
Huichon,Democratic People's Republic of Korea
Hyesan,Democratic People's Republic of Korea
Kaechon,Democratic People's Republic of Korea
Kaesong,Democratic People's Republic of Korea
Kanggye,Democratic People's Republic of Korea
Kimchaek,Democratic People's Republic of Korea
Kusong,Democratic People's Republic of Korea
Manpo,Democratic People's Republic of Korea
Munchon,Democratic People's Republic of Korea
Nampo,Democratic People's Republic of Korea
Pyongsong,Democratic People's Republic of Korea
Pyongyang,Democratic People's Republic of Korea
Rason,Democratic People's Republic of Korea
Sariwon,Democratic People's Republic of Korea
Sinpo,Democratic People's Republic of Korea
Sinuiju,Democratic People's Republic of Korea
Songrim,Democratic People's Republic of Korea
Sunchon,Democratic People's Republic of Korea
Tokchon,Democratic People's Republic of Korea
Tanchon,Democratic People's Republic of Korea
Wonsan,Democratic People's Republic of Korea
Arendal,Kingdom of Norway
Bergen,Kingdom of Norway
Bodø,Kingdom of Norway
Drammen,Kingdom of Norway
Egersund,Kingdom of Norway
Farsund,Kingdom of Norway
Flekkefjord,Kingdom of Norway
Florø,Kingdom of Norway
Fredrikstad,Kingdom of Norway
Gjøvik,Kingdom of Norway
Grimstad,Kingdom of Norway
Halden[c],Kingdom of Norway
Hamar,Kingdom of Norway
Hammerfest,Kingdom of Norway
Harstad,Kingdom of Norway
Haugesund,Kingdom of Norway
Holmestrand,Kingdom of Norway
Horten,Kingdom of Norway
Hønefoss,Kingdom of Norway
Kongsberg,Kingdom of Norway
Kongsvinger,Kingdom of Norway
Kristiansand,Kingdom of Norway
Kristiansund,Kingdom of Norway
Larvik,Kingdom of Norway
Lillehammer,Kingdom of Norway
Mandal,Kingdom of Norway
Molde,Kingdom of Norway
Moss,Kingdom of Norway
Namsos,Kingdom of Norway
Narvik,Kingdom of Norway
Notodden,Kingdom of Norway
Oslo,Kingdom of Norway
Porsgrunn,Kingdom of Norway
Risør,Kingdom of Norway
Sandefjord,Kingdom of Norway
Sandnes,Kingdom of Norway
Sarpsborg,Kingdom of Norway
Skien,Kingdom of Norway
Stavanger,Kingdom of Norway
Steinkjer,Kingdom of Norway
Tromsø,Kingdom of Norway
Trondheim,Kingdom of Norway
Tønsberg,Kingdom of Norway
Vadsø,Kingdom of Norway
Vardø,Kingdom of Norway
Ålesund,Kingdom of Norway
Alta,Kingdom of Norway
Askim,Kingdom of Norway
Brekstad,Kingdom of Norway
Brevik,Kingdom of Norway
Brumunddal,Kingdom of Norway
Bryne,Kingdom of Norway
Brønnøysund,Kingdom of Norway
Drøbak,Kingdom of Norway
Elverum,Kingdom of Norway
Fauske,Kingdom of Norway
Fagernes,Kingdom of Norway
Finnsnes,Kingdom of Norway
Fosnavåg,Kingdom of Norway
Førde,Kingdom of Norway
Hokksund,Kingdom of Norway
Honningsvåg,Kingdom of Norway
Jessheim,Kingdom of Norway
Jørpeland,Kingdom of Norway
Kirkenes,Kingdom of Norway
Kolvereid,Kingdom of Norway
Kopervik,Kingdom of Norway
Kragerø,Kingdom of Norway
Langesund,Kingdom of Norway
Leirvik,Kingdom of Norway
Leknes,Kingdom of Norway
Levanger,Kingdom of Norway
Lillesand,Kingdom of Norway
Lillestrøm,Kingdom of Norway
Lyngdal,Kingdom of Norway
Mo i Rana,Kingdom of Norway
Mosjøen,Kingdom of Norway
Mysen,Kingdom of Norway
Måløy,Kingdom of Norway
Odda,Kingdom of Norway
Orkanger,Kingdom of Norway
Otta,Kingdom of Norway
Rjukan,Kingdom of Norway
Sandnessjøen,Kingdom of Norway
Sandvika,Kingdom of Norway
Sauda,Kingdom of Norway
Ski,Kingdom of Norway
Skudeneshavn,Kingdom of Norway
Sortland,Kingdom of Norway
Stathelle,Kingdom of Norway
Stavern[d],Kingdom of Norway
Stjørdalshalsen,Kingdom of Norway
Tananger[e],Kingdom of Norway
Tvedestrand,Kingdom of Norway
Ulsteinvik,Kingdom of Norway
Verdalsøra,Kingdom of Norway
Vinstra,Kingdom of Norway
Åkrehamn,Kingdom of Norway
Åndalsnes,Kingdom of Norway
Holmsbu,Kingdom of Norway
Hvitsten,Kingdom of Norway
Hølen,Kingdom of Norway
Røros[f],Kingdom of Norway
Setermoen,Kingdom of Norway
Sogndal,Kingdom of Norway
Son,Kingdom of Norway
Åsgårdstrand,Kingdom of Norway
Quetta (01),Islamic Republic of Pakistan
"1,500,000",Islamic Republic of Pakistan
Lasbela (06),Islamic Republic of Pakistan
64 836 -Hub,Islamic Republic of Pakistan
Peshawar (01),Islamic Republic of Pakistan
"1,814,557",Islamic Republic of Pakistan
Bannu (06),Islamic Republic of Pakistan
315 018,Islamic Republic of Pakistan
Lahore (01),Islamic Republic of Pakistan
"11,126,285",Islamic Republic of Pakistan
Bahawalpur (07),Islamic Republic of Pakistan
"1,215,018",Islamic Republic of Pakistan
Karachi (01),Islamic Republic of Pakistan
"14,910,352",Islamic Republic of Pakistan
Mirpur Khas {06},Islamic Republic of Pakistan
"242,887",Islamic Republic of Pakistan
"Islamabad, Pakistan",Islamic Republic of Pakistan
"1,014,825",Islamic Republic of Pakistan
Abasan al-Kabira,Palestinian National Authority
Abu Dis,Palestinian National Authority
Bani Na'im,Palestinian National Authority
Bani Suheila,Palestinian National Authority
Beit Hanoun,Palestinian National Authority
Beit Jala,Palestinian National Authority
Beit Lahia,Palestinian National Authority
Beit Sahour,Palestinian National Authority
Beit Ummar,Palestinian National Authority
Beitunia,Palestinian National Authority
Bethlehem (Beit Lahm),Palestinian National Authority
al-Bireh,Palestinian National Authority
Deir al-Balah,Palestinian National Authority
ad-Dhahiriya,Palestinian National Authority
Dura,Palestinian National Authority
Gaza City (Ghazzah),Palestinian National Authority
Halhul,Palestinian National Authority
Hebron (al-Khalil),Palestinian National Authority
Idhna,Palestinian National Authority
Jabalia,Palestinian National Authority
Jenin,Palestinian National Authority
Jericho (Ariha),Palestinian National Authority
Khan Yunis,Palestinian National Authority
Nablus,Palestinian National Authority
Qabatiya,Palestinian National Authority
Qalqilya,Palestinian National Authority
Rafah,Palestinian National Authority
Ramallah,Palestinian National Authority
Sa'ir,Palestinian National Authority
as-Samu,Palestinian National Authority
Surif,Palestinian National Authority
Tubas,Palestinian National Authority
Tulkarm,Palestinian National Authority
Ya'bad,Palestinian National Authority
al-Yamun,Palestinian National Authority
Yatta,Palestinian National Authority
az-Zawayda,Palestinian National Authority
Panama City,Republic of Panama
San Miguelito,Republic of Panama
Tocumen,Republic of Panama
David,Republic of Panama
Las Cumbres,Republic of Panama
Colón,Republic of Panama
La Chorrera,Republic of Panama
Pacora,Republic of Panama
Santiago de Veraguas,Republic of Panama
Chitré,Republic of Panama
Arraiján,Republic of Panama
Vista Alegre,Republic of Panama
Chilibre,Republic of Panama
Cativá,Republic of Panama
Nuevo Arraiján,Republic of Panama
Changuinola,Republic of Panama
Alcalde Díaz,Republic of Panama
Penonomé,Republic of Panama
La Cabima,Republic of Panama
Puerto Armuelles,Republic of Panama
Abau,Independent State of Papua New Guinea
Adumo,Independent State of Papua New Guinea
Agaun,Independent State of Papua New Guinea
Aiambak,Independent State of Papua New Guinea
Aitape,Independent State of Papua New Guinea
Alekano,Independent State of Papua New Guinea
Alexishafen,Independent State of Papua New Guinea
Alotau,Independent State of Papua New Guinea
Ambunti,Independent State of Papua New Guinea
Angoram,Independent State of Papua New Guinea
Arawa,Independent State of Papua New Guinea
Asaro,Independent State of Papua New Guinea
Awaba,Independent State of Papua New Guinea
Baimuru,Independent State of Papua New Guinea
Baiyer,Independent State of Papua New Guinea
Balimo,Independent State of Papua New Guinea
Banz,Independent State of Papua New Guinea
Benabena,Independent State of Papua New Guinea
Benna,Independent State of Papua New Guinea
Bensbach,Independent State of Papua New Guinea
Bereina,Independent State of Papua New Guinea
Boana,Independent State of Papua New Guinea
Bogia,Independent State of Papua New Guinea
Boridi,Independent State of Papua New Guinea
Bosset,Independent State of Papua New Guinea
Brahman,Independent State of Papua New Guinea
Buin,Independent State of Papua New Guinea
Buka,Independent State of Papua New Guinea
Bulolo,Independent State of Papua New Guinea
Buna,Independent State of Papua New Guinea
Chuave,Independent State of Papua New Guinea
Dagua,Independent State of Papua New Guinea
Dahamo,Independent State of Papua New Guinea
Daru,Independent State of Papua New Guinea
Dei,Independent State of Papua New Guinea
Efogi,Independent State of Papua New Guinea
Fane,Independent State of Papua New Guinea
Ferguson,Independent State of Papua New Guinea
Finschhafen,Independent State of Papua New Guinea
Gagidu,Independent State of Papua New Guinea
Gapun,Independent State of Papua New Guinea
Gasmata,Independent State of Papua New Guinea
Gona,Independent State of Papua New Guinea
Goroka,Independent State of Papua New Guinea
Gumine,Independent State of Papua New Guinea
Gusap,Independent State of Papua New Guinea
Henganofi,Independent State of Papua New Guinea
Hogimiyau,Independent State of Papua New Guinea
Hoskins,Independent State of Papua New Guinea
Hula,Independent State of Papua New Guinea
Ialibu,Independent State of Papua New Guinea
Ihu,Independent State of Papua New Guinea
Imbonggu,Independent State of Papua New Guinea
Itokama,Independent State of Papua New Guinea
Kabwum,Independent State of Papua New Guinea
Kagi,Independent State of Papua New Guinea
Kagua,Independent State of Papua New Guinea
Kaiapit,Independent State of Papua New Guinea
Kainantu,Independent State of Papua New Guinea
Kamusi,Independent State of Papua New Guinea
Kandep,Independent State of Papua New Guinea
Kandrian,Independent State of Papua New Guinea
Karimui,Independent State of Papua New Guinea
Karkar,Independent State of Papua New Guinea
Kavieng,Independent State of Papua New Guinea
Kelanoa,Independent State of Papua New Guinea
Kerema,Independent State of Papua New Guinea
Kerevat,Independent State of Papua New Guinea
Kerowagi,Independent State of Papua New Guinea
Kieta,Independent State of Papua New Guinea
Kikori,Independent State of Papua New Guinea
Kimbe,Independent State of Papua New Guinea
Kiriwina,Independent State of Papua New Guinea
Kiunga,Independent State of Papua New Guinea
Kokoda,Independent State of Papua New Guinea
Kokopo,Independent State of Papua New Guinea
Kompiam,Independent State of Papua New Guinea
Kopiago,Independent State of Papua New Guinea
Krisa,Independent State of Papua New Guinea
Kunaye (Lihir Island),Independent State of Papua New Guinea
Kundiawa,Independent State of Papua New Guinea
Kwikila,Independent State of Papua New Guinea
Lae,Independent State of Papua New Guinea
Lagaip,Independent State of Papua New Guinea
Lake Murray,Independent State of Papua New Guinea
Lamari,Independent State of Papua New Guinea
Lido,Independent State of Papua New Guinea
Londolovit (Lihir Island),Independent State of Papua New Guinea
Lorengau,Independent State of Papua New Guinea
Losuia (Kiriwina Island),Independent State of Papua New Guinea
Lufa,Independent State of Papua New Guinea
Lusik,Independent State of Papua New Guinea
Madang,Independent State of Papua New Guinea
Magarima,Independent State of Papua New Guinea
Manari,Independent State of Papua New Guinea
Manguna,Independent State of Papua New Guinea
Manki,Independent State of Papua New Guinea
Maprik,Independent State of Papua New Guinea
Marienburg,Independent State of Papua New Guinea
Medibur,Independent State of Papua New Guinea
Mendi,Independent State of Papua New Guinea
Menyamya,Independent State of Papua New Guinea
Minj,Independent State of Papua New Guinea
Moro,Independent State of Papua New Guinea
Mount Hagen,Independent State of Papua New Guinea
Murua,Independent State of Papua New Guinea
Nadzab,Independent State of Papua New Guinea
Namatanai,Independent State of Papua New Guinea
Nebilyer,Independent State of Papua New Guinea
Ningerum,Independent State of Papua New Guinea
Nipa,Independent State of Papua New Guinea
Nuku,Independent State of Papua New Guinea
Obo,Independent State of Papua New Guinea
Okapa,Independent State of Papua New Guinea
Olsobip,Independent State of Papua New Guinea
Ononge,Independent State of Papua New Guinea
Panguna,Independent State of Papua New Guinea
Pasi,Independent State of Papua New Guinea
Pomio,Independent State of Papua New Guinea
Pongani,Independent State of Papua New Guinea
Popondetta,Independent State of Papua New Guinea
Porgera,Independent State of Papua New Guinea
Port Moresby,Independent State of Papua New Guinea
Rabaul,Independent State of Papua New Guinea
Rai Coast,Independent State of Papua New Guinea
Saidor,Independent State of Papua New Guinea
Salamaua,Independent State of Papua New Guinea
Salamo,Independent State of Papua New Guinea
Samarai,Independent State of Papua New Guinea
Samberigi,Independent State of Papua New Guinea
Sanananda,Independent State of Papua New Guinea
Sangara,Independent State of Papua New Guinea
Sasereme,Independent State of Papua New Guinea
Sialum,Independent State of Papua New Guinea
Simbai,Independent State of Papua New Guinea
Sio,Independent State of Papua New Guinea
Soputa,Independent State of Papua New Guinea
Suki,Independent State of Papua New Guinea
Tabibuga,Independent State of Papua New Guinea
Tabubil,Independent State of Papua New Guinea
Tadji,Independent State of Papua New Guinea
Tapini,Independent State of Papua New Guinea
Talasea,Independent State of Papua New Guinea
Tari,Independent State of Papua New Guinea
Telefomin,Independent State of Papua New Guinea
Torokina,Independent State of Papua New Guinea
Tsili Tsili,Independent State of Papua New Guinea
Tufi,Independent State of Papua New Guinea
Ukarumpa,Independent State of Papua New Guinea
Usino,Independent State of Papua New Guinea
Vanimo,Independent State of Papua New Guinea
Vivigani (Goodenough Is.),Independent State of Papua New Guinea
Wabag,Independent State of Papua New Guinea
Wabo,Independent State of Papua New Guinea
Wamira,Independent State of Papua New Guinea
Wanigela,Independent State of Papua New Guinea
Wapenamanda,Independent State of Papua New Guinea
Wasu,Independent State of Papua New Guinea
Wau,Independent State of Papua New Guinea
Wewak,Independent State of Papua New Guinea
Wipim,Independent State of Papua New Guinea
Woitape,Independent State of Papua New Guinea
Wosera,Independent State of Papua New Guinea
Yangoru,Independent State of Papua New Guinea
Yonggomugl,Independent State of Papua New Guinea
7000100000000000000♠1,Republic of Peru
7000200000000000000♠2,Republic of Peru
7000300000000000000♠3,Republic of Peru
7000400000000000000♠4,Republic of Peru
7000500000000000000♠5,Republic of Peru
7000600000000000000♠6,Republic of Peru
7000700000000000000♠7,Republic of Peru
7000800000000000000♠8,Republic of Peru
7000900000000000000♠9,Republic of Peru
7001100000000000000♠10,Republic of Peru
7001110000000000000♠11,Republic of Peru
7001120000000000000♠12,Republic of Peru
7001130000000000000♠13,Republic of Peru
7001140000000000000♠14,Republic of Peru
7001150000000000000♠15,Republic of Peru
7001160000000000000♠16,Republic of Peru
7001170000000000000♠17,Republic of Peru
7001180000000000000♠18,Republic of Peru
7001190000000000000♠19,Republic of Peru
7001200000000000000♠20,Republic of Peru
7001210000000000000♠21,Republic of Peru
7001220000000000000♠22,Republic of Peru
7001230000000000000♠23,Republic of Peru
7001240000000000000♠24,Republic of Peru
7001250000000000000♠25,Republic of Peru
7001260000000000000♠26,Republic of Peru
7001270000000000000♠27,Republic of Peru
7001280000000000000♠28,Republic of Peru
7001290000000000000♠29,Republic of Peru
7001300000000000000♠30,Republic of Peru
7001310000000000000♠31,Republic of Peru
7001320000000000000♠32,Republic of Peru
7001330000000000000♠33,Republic of Peru
7001340000000000000♠34,Republic of Peru
7001350000000000000♠35,Republic of Peru
7001360000000000000♠36,Republic of Peru
7001370000000000000♠37,Republic of Peru
7001380000000000000♠38,Republic of Peru
7001390000000000000♠39,Republic of Peru
7001400000000000000♠40,Republic of Peru
7001410000000000000♠41,Republic of Peru
7001420000000000000♠42,Republic of Peru
7001430000000000000♠43,Republic of Peru
7001440000000000000♠44,Republic of Peru
7001450000000000000♠45,Republic of Peru
7001460000000000000♠46,Republic of Peru
7001470000000000000♠47,Republic of Peru
7001480000000000000♠48,Republic of Peru
7001490000000000000♠49,Republic of Peru
7001500000000000000♠50,Republic of Peru
7001510000000000000♠51,Republic of Peru
7001520000000000000♠52,Republic of Peru
7001530000000000000♠53,Republic of Peru
Alaminos,Republic of the Philippines
Angeles,Republic of the Philippines
Antipolo,Republic of the Philippines
Bacolod,Republic of the Philippines
Bacoor,Republic of the Philippines
Bago,Republic of the Philippines
Baguio,Republic of the Philippines
Bais,Republic of the Philippines
Balanga,Republic of the Philippines
Batac,Republic of the Philippines
Batangas City,Republic of the Philippines
Bayawan,Republic of the Philippines
Baybay,Republic of the Philippines
Bayugan,Republic of the Philippines
Biñan,Republic of the Philippines
Bislig,Republic of the Philippines
Bogo,Republic of the Philippines
Borongan,Republic of the Philippines
Butuan,Republic of the Philippines
Cabadbaran,Republic of the Philippines
Cabanatuan,Republic of the Philippines
Cabuyao,Republic of the Philippines
Cadiz,Republic of the Philippines
Cagayan de Oro,Republic of the Philippines
Calamba,Republic of the Philippines
Calapan,Republic of the Philippines
Calbayog,Republic of the Philippines
Caloocan,Republic of the Philippines
Candon,Republic of the Philippines
Canlaon,Republic of the Philippines
Carcar,Republic of the Philippines
Catbalogan,Republic of the Philippines
Cauayan,Republic of the Philippines
Cavite City,Republic of the Philippines
Cebu City,Republic of the Philippines
Cotabato City,Republic of the Philippines
Dagupan,Republic of the Philippines
Danao,Republic of the Philippines
Dapitan,Republic of the Philippines
Dasmariñas,Republic of the Philippines
Davao City,Republic of the Philippines
Digos,Republic of the Philippines
Dipolog,Republic of the Philippines
Dumaguete,Republic of the Philippines
El Salvador,Republic of the Philippines
Escalante,Republic of the Philippines
Gapan,Republic of the Philippines
General Santos,Republic of the Philippines
General Trias,Republic of the Philippines
Gingoog,Republic of the Philippines
Guihulngan,Republic of the Philippines
Himamaylan,Republic of the Philippines
Ilagan,Republic of the Philippines
Iligan,Republic of the Philippines
Iloilo City,Republic of the Philippines
Imus,Republic of the Philippines
Iriga,Republic of the Philippines
Isabela,Republic of the Philippines
Kabankalan,Republic of the Philippines
Kidapawan,Republic of the Philippines
Koronadal,Republic of the Philippines
La Carlota,Republic of the Philippines
Lamitan,Republic of the Philippines
Laoag,Republic of the Philippines
Lapu‑Lapu,Republic of the Philippines
Las Piñas,Republic of the Philippines
Legazpi,Republic of the Philippines
Ligao,Republic of the Philippines
Lipa,Republic of the Philippines
Lucena,Republic of the Philippines
Maasin,Republic of the Philippines
Mabalacat,Republic of the Philippines
Makati,Republic of the Philippines
Malabon,Republic of the Philippines
Malaybalay,Republic of the Philippines
Malolos,Republic of the Philippines
Mandaluyong,Republic of the Philippines
Mandaue,Republic of the Philippines
Manila,Republic of the Philippines
Marawi,Republic of the Philippines
Marikina,Republic of the Philippines
Masbate City,Republic of the Philippines
Mati,Republic of the Philippines
Meycauayan,Republic of the Philippines
Muñoz,Republic of the Philippines
Muntinlupa,Republic of the Philippines
Naga,Republic of the Philippines
Naga,Republic of the Philippines
Navotas,Republic of the Philippines
Olongapo,Republic of the Philippines
Ormoc,Republic of the Philippines
Oroquieta,Republic of the Philippines
Ozamiz,Republic of the Philippines
Pagadian,Republic of the Philippines
Palayan,Republic of the Philippines
Panabo,Republic of the Philippines
Parañaque,Republic of the Philippines
Pasay,Republic of the Philippines
Pasig,Republic of the Philippines
Passi,Republic of the Philippines
Puerto Princesa,Republic of the Philippines
Quezon City,Republic of the Philippines
Roxas,Republic of the Philippines
Sagay,Republic of the Philippines
Samal,Republic of the Philippines
San Carlos,Republic of the Philippines
San Carlos,Republic of the Philippines
San Fernando,Republic of the Philippines
San Fernando,Republic of the Philippines
San Jose,Republic of the Philippines
San Jose del Monte,Republic of the Philippines
San Juan,Republic of the Philippines
San Pablo,Republic of the Philippines
San Pedro,Republic of the Philippines
Santa Rosa,Republic of the Philippines
Santiago,Republic of the Philippines
Silay,Republic of the Philippines
Sipalay,Republic of the Philippines
Sorsogon City,Republic of the Philippines
Surigao City,Republic of the Philippines
Tabaco,Republic of the Philippines
Tabuk,Republic of the Philippines
Tacloban,Republic of the Philippines
Tacurong,Republic of the Philippines
Tagaytay,Republic of the Philippines
Tagbilaran,Republic of the Philippines
Taguig,Republic of the Philippines
Tagum,Republic of the Philippines
Talisay,Republic of the Philippines
Talisay,Republic of the Philippines
Tanauan,Republic of the Philippines
Tandag,Republic of the Philippines
Tangub,Republic of the Philippines
Tanjay,Republic of the Philippines
Tarlac City,Republic of the Philippines
Tayabas,Republic of the Philippines
Toledo,Republic of the Philippines
Trece Martires,Republic of the Philippines
Tuguegarao,Republic of the Philippines
Urdaneta,Republic of the Philippines
Valencia,Republic of the Philippines
Valenzuela,Republic of the Philippines
Victorias,Republic of the Philippines
Vigan,Republic of the Philippines
Zamboanga City,Republic of the Philippines
Download coordinates as: KML · GPX,Republic of the Philippines
Manila,Republic of the Philippines
Davao City,Republic of the Philippines
Caloocan,Republic of the Philippines
Cebu City,Republic of the Philippines
Zamboanga City,Republic of the Philippines
Taguig,Republic of the Philippines
Antipolo,Republic of the Philippines
Pasig,Republic of the Philippines
Cagayan de Oro,Republic of the Philippines
British Overseas Territory,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
"English, Pitcairnese","Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Pitcairn Islander[2],"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Elizabeth II,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Laura Clarke,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Alan Richmond,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Shawn Christian,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Alok Sharma MP,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Island Council,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
47 km2 (18 sq mi),"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
50[3] (last),"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
1.19/km2 (3.1/sq mi) (240th),"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
2005 estimate,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
NZ$ 217 000[4],"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
New Zealand dollarb (NZD),"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
UTC-8,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
PN,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
.pn,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Ducie Island,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Henderson Island,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Oeno Island,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Pitcairn Island,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
27,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
34,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
50,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
66,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
70,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
119,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
146,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
[ii]193,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
[iii]16,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
70,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
17th century and before,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
17th and 18th centuries,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
17th and 18th century,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
18th and 19th centuries,"Pitcairn, Henderson, Ducie, and Oeno Islands (UK overseas territory)"
Warsaw,Republic of Poland
Kraków,Republic of Poland
L|o|dz|Łódź,Republic of Poland
Wrocław,Republic of Poland
Poznań,Republic of Poland
Gdańsk,Republic of Poland
Szczecin,Republic of Poland
Bydgoszcz,Republic of Poland
Lublin,Republic of Poland
Białystok,Republic of Poland
Gdynia,Republic of Poland
Częstochowa,Republic of Poland
Radom,Republic of Poland
Sosnowiec (incl in SM),Republic of Poland
Toruń,Republic of Poland
Kielce,Republic of Poland
Rzeszów,Republic of Poland
Gliwice (incl in SM),Republic of Poland
Zabrze (incl in SM),Republic of Poland
Olsztyn,Republic of Poland
Bielsko-Biała,Republic of Poland
Bytom (incl in SM),Republic of Poland
Zielona Góra,Republic of Poland
Rybnik,Republic of Poland
Ruda Śląska (incl in SM),Republic of Poland
Tychy (incl in SM),Republic of Poland
Gorzów Wielkopolski,Republic of Poland
Płock,Republic of Poland
Elbląg,Republic of Poland
Opole,Republic of Poland
Wałbrzych,Republic of Poland
Włocławek,Republic of Poland
Tarnów,Republic of Poland
Chorzów (incl in SM),Republic of Poland
Kalisz,Republic of Poland
Koszalin,Republic of Poland
Legnica,Republic of Poland
Grudziądz,Republic of Poland
Słupsk,Republic of Poland
Jaworzno (incl in SM),Republic of Poland
Jastrzębie Zdrój,Republic of Poland
Jelenia Góra,Republic of Poland
Nowy Sącz,Republic of Poland
Konin,Republic of Poland
Piotrków Trybunalski,Republic of Poland
Siedlce,Republic of Poland
Lubin,Republic of Poland
Inowrocław,Republic of Poland
Mysłowice (incl in SM),Republic of Poland
Piła,Republic of Poland
Ostrowiec Świętokrzyski,Republic of Poland
Ostrów Wielkopolski,Republic of Poland
Stargard,Republic of Poland
Pabianice,Republic of Poland
Gniezno,Republic of Poland
Suwałki,Republic of Poland
Głogów,Republic of Poland
Chełm,Republic of Poland
Przemyśl,Republic of Poland
Zamość,Republic of Poland
Tomaszów Mazowiecki,Republic of Poland
Stalowa Wola,Republic of Poland
Kędzierzyn-Koźle,Republic of Poland
Leszno,Republic of Poland
Łomża,Republic of Poland
Żory,Republic of Poland
Bełchatów,Republic of Poland
Mielec,Republic of Poland
Tarnowskie Góry,Republic of Poland
Tczew,Republic of Poland
Świdnica,Republic of Poland
Piekary Śląskie (incl in SM),Republic of Poland
Będzin,Republic of Poland
Zgierz,Republic of Poland
Biała Podlaska,Republic of Poland
Racibórz,Republic of Poland
Ełk,Republic of Poland
Pruszków,Republic of Poland
Świętochłowice (incl in SM),Republic of Poland
Ostrołęka,Republic of Poland
Starachowice,Republic of Poland
Zawiercie,Republic of Poland
Legionowo,Republic of Poland
Tarnobrzeg,Republic of Poland
Puławy,Republic of Poland
Wodzisław Śląski,Republic of Poland
Radomsko,Republic of Poland
Federal Unit,Commonwealth of Puerto Rico (US overseas commonwealth)
Commonwealth of Puerto Rico,Commonwealth of Puerto Rico (US overseas commonwealth)
"1,818 (Culebra) – 395,326 (San Juan)",Commonwealth of Puerto Rico (US overseas commonwealth)
mayor–council government,Commonwealth of Puerto Rico (US overseas commonwealth)
barrio,Commonwealth of Puerto Rico (US overseas commonwealth)
Adjuntas !Adjuntas,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguada !Aguada,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguadilla !Aguadilla,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguas Buenas !Aguas Buenas,Commonwealth of Puerto Rico (US overseas commonwealth)
Aibonito !Aibonito,Commonwealth of Puerto Rico (US overseas commonwealth)
Añasco !Añasco,Commonwealth of Puerto Rico (US overseas commonwealth)
Arecibo !Arecibo,Commonwealth of Puerto Rico (US overseas commonwealth)
Arroyo !Arroyo,Commonwealth of Puerto Rico (US overseas commonwealth)
Barceloneta !Barceloneta,Commonwealth of Puerto Rico (US overseas commonwealth)
